UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure_Probability,Risk_Score,Risk_Level,Predicted_Failure_Type,Failure_Type_Probability,TWF_Probability,HDF_Probability,PWF_Probability,OSF_Probability,Key_Risk_Factor,Recommended_Action
3280,L50459,L,301.2,309.9,1382,52.4,13,0,0.0070330524,0.70330524,Low,Normal,7.6528864e-05,3.093386e-06,4.4132088e-05,7.6528864e-05,3.3658685e-05,High Air Temp + Low Temp Diff,정상 모니터링
3281,M18140,M,301.2,309.9,1456,50.8,15,0,0.0017419867,0.17419867,Low,Normal,0.0005714633,2.3204984e-06,3.3780816e-05,0.0005714633,4.3891927e-05,High Air Temp + Low Temp Diff,정상 모니터링
3282,M18141,M,301.2,310.0,1445,45.6,18,0,0.010551146,1.0551146,Low,Normal,0.00048841455,5.1826696e-06,3.6847712e-05,0.00048841455,2.1700089e-05,High Air Temp + Low Temp Diff,정상 모니터링
3283,L50462,L,301.2,309.9,1515,40.9,21,0,0.00062693376,0.06269337,Low,Normal,5.485578e-05,4.058872e-06,2.7846796e-05,5.485578e-05,3.081069e-05,High Air Temp + Low Temp Diff,정상 모니터링
3284,L50463,L,301.2,309.9,1449,45.5,23,0,0.0056189415,0.5618942,Low,Normal,5.36694e-05,4.9946557e-06,3.7184294e-05,5.36694e-05,3.081069e-05,High Air Temp + Low Temp Diff,정상 모니터링
3285,H32698,H,301.2,309.9,1362,50.7,25,0,0.02998833,2.998833,Low,Normal,0.00064411794,4.2188162e-06,0.00064411794,0.0001114935,2.241602e-05,High Air Temp + Low Temp Diff,정상 모니터링
3286,L50465,L,301.2,309.9,1687,29.7,30,0,0.0026990112,0.26990113,Low,Normal,7.742631e-05,2.902434e-05,3.3697062e-05,7.742631e-05,3.081069e-05,High Air Temp + Low Temp Diff,정상 모니터링
3287,L50466,L,301.2,310.0,1618,37.6,32,0,0.0005146585,0.05146585,Low,Normal,5.2267667e-05,7.939833e-06,2.7846796e-05,5.2267667e-05,3.081069e-05,High Air Temp + Low Temp Diff,정상 모니터링
3288,M18147,M,301.2,310.1,1558,32.6,34,0,0.000410799,0.0410799,Low,Normal,0.00051613647,9.417547e-06,3.4836183e-05,0.00051613647,2.3710665e-05,High Air Temp + Low Temp Diff,정상 모니터링
3289,L50468,L,301.3,310.1,1662,31.0,37,0,0.0004432968,0.04432968,Low,Normal,5.3997697e-05,1.804836e-05,3.031215e-05,5.3997697e-05,3.366536e-05,High Air Temp + Low Temp Diff,정상 모니터링
3290,M18149,M,301.2,310.1,1295,56.6,39,0,0.019435493,1.9435493,Low,Normal,0.00056137145,2.8572044e-06,0.00056137145,0.00035181118,6.5555905e-05,High Air Temp + Low Temp Diff,정상 모니터링
3291,L50470,L,301.2,310.2,1385,42.3,42,0,0.0011855577,0.11855577,Low,Normal,3.4820674e-05,6.928529e-06,2.759913e-05,3.4820674e-05,2.7814127e-05,High Air Temp + Low Temp Diff,정상 모니터링
3292,M18151,M,301.2,310.1,1479,45.5,44,0,0.0011376088,0.11376088,Low,Normal,0.00028653565,3.8368767e-06,4.045634e-05,0.00028653565,2.3710665e-05,High Air Temp + Low Temp Diff,정상 모니터링
3293,L50472,L,301.3,310.3,1400,44.3,47,0,0.001446987,0.14469871,Low,Normal,3.0571013e-05,1.2934704e-05,2.2160131e-05,2.6203632e-05,3.0571013e-05,High Air Temp + Low Temp Diff,정상 모니터링
3294,M18153,M,301.2,310.3,1357,54.5,49,0,0.007820272,0.7820272,Low,Normal,0.00026392663,3.9082224e-06,0.00018383855,0.00026392663,4.7455924e-05,High Torque,정상 모니터링
3295,L50474,L,301.1,310.2,1657,34.1,52,0,0.00022856485,0.022856485,Low,Normal,3.1339805e-05,8.4174035e-06,2.759913e-05,3.1339805e-05,2.99649e-05,No Major Risk Factor,정상 모니터링
3296,L50475,L,301.1,310.2,1496,43.4,54,0,0.00045264646,0.045264646,Low,Normal,4.1560063e-05,5.1646853e-06,1.9989186e-05,4.1560063e-05,2.99649e-05,No Major Risk Factor,정상 모니터링
3297,M18156,M,301.2,310.3,1379,43.2,56,0,0.0027350178,0.27350178,Low,Normal,0.00030047997,7.280268e-06,0.000101835496,0.00030047997,2.0258665e-05,No Major Risk Factor,정상 모니터링
3298,L50477,L,301.2,310.3,1548,38.6,59,0,0.0006301981,0.06301981,Low,Normal,4.017905e-05,1.6672013e-05,2.6815735e-05,4.017905e-05,2.99649e-05,No Major Risk Factor,정상 모니터링
3299,L50478,L,301.2,310.3,1499,38.1,61,0,0.00058645225,0.058645226,Low,Normal,3.931603e-05,2.4697809e-05,2.6815735e-05,3.931603e-05,2.99649e-05,No Major Risk Factor,정상 모니터링
3300,L50479,L,301.3,310.5,1390,45.8,63,0,0.009341599,0.93415993,Low,Normal,2.7687756e-05,2.7687756e-05,1.9349933e-05,2.1996262e-05,2.6571937e-05,No Major Risk Factor,정상 모니터링
3301,H32714,H,301.3,310.4,1538,38.4,65,0,0.0006460167,0.06460167,Low,Normal,7.4771604e-05,1.5317413e-05,2.800229e-05,7.4771604e-05,2.1531281e-05,No Major Risk Factor,정상 모니터링
3302,L50481,L,301.3,310.5,1365,47.7,70,0,0.005351481,0.5351481,Low,Normal,9.365119e-05,3.546593e-05,9.365119e-05,1.7046812e-05,2.6923353e-05,No Major Risk Factor,정상 모니터링
3303,L50482,L,301.3,310.5,1503,48.6,72,0,0.0008014457,0.08014457,Low,Normal,3.1454212e-05,6.2347026e-06,2.6937274e-05,1.849455e-05,3.1454212e-05,No Major Risk Factor,정상 모니터링
3304,L50483,L,301.2,310.4,1390,49.9,74,0,0.0031819164,0.31819165,Low,Normal,3.4971858e-05,9.201655e-06,3.4971858e-05,1.8750568e-05,2.7467555e-05,No Major Risk Factor,정상 모니터링
3305,L50484,L,301.2,310.3,1497,45.7,76,0,0.00045714772,0.045714773,Low,Normal,3.4321703e-05,6.965192e-06,3.4321703e-05,1.4017741e-05,2.99649e-05,No Major Risk Factor,정상 모니터링
3306,M18165,M,301.3,310.4,1577,48.3,78,0,0.0007033625,0.07033625,Low,Normal,9.061815e-05,3.2739315e-06,2.5996522e-05,9.061815e-05,6.372575e-05,No Major Risk Factor,정상 모니터링
3307,L50486,L,301.4,310.5,1432,54.3,81,0,0.0011330503,0.11330503,Low,Normal,0.00019475537,4.645598e-06,3.1911615e-05,1.140457e-05,0.00019475537,High Torque,정상 모니터링
3308,M18167,M,301.4,310.5,1563,39.9,83,0,0.00083428895,0.0834289,Low,Normal,8.572202e-05,5.537167e-06,2.3793227e-05,8.572202e-05,2.1531281e-05,No Major Risk Factor,정상 모니터링
3309,L50488,L,301.4,310.4,1433,43.4,86,0,0.0011644918,0.11644918,Low,Normal,3.0571013e-05,6.0078705e-06,2.2414884e-05,1.3130225e-05,3.0571013e-05,High Air Temp + Low Temp Diff,정상 모니터링
3310,L50489,L,301.3,310.4,1384,50.1,88,0,0.0027637293,0.27637294,Low,Normal,3.798523e-05,4.177893e-06,3.798523e-05,1.3136075e-05,3.0005705e-05,No Major Risk Factor,정상 모니터링
3311,L50490,L,301.3,310.4,1346,46.7,90,0,0.0035232878,0.35232878,Low,Normal,6.208572e-05,1.0299881e-05,6.208572e-05,1.2292675e-05,2.6804073e-05,No Major Risk Factor,정상 모니터링
3312,L50491,L,301.3,310.4,1459,44.7,92,0,0.001191877,0.1191877,Low,Normal,2.99649e-05,7.361906e-06,1.9506937e-05,1.6134902e-05,2.99649e-05,No Major Risk Factor,정상 모니터링
3313,L50492,L,301.4,310.4,1639,28.9,94,0,0.0040407307,0.40407306,Low,Normal,4.0339262e-05,3.258525e-05,2.6168796e-05,4.0339262e-05,3.0571013e-05,High Air Temp + Low Temp Diff,정상 모니터링
3314,L50493,L,301.4,310.4,1737,31.9,96,0,0.00023505469,0.023505468,Low,Normal,3.0571013e-05,7.5036487e-06,2.6168796e-05,1.3892867e-05,3.0571013e-05,High Air Temp + Low Temp Diff,정상 모니터링
3315,L50494,L,301.4,310.5,1489,43.5,98,0,0.0007470798,0.07470798,Low,Normal,2.99649e-05,4.6748055e-06,1.8883107e-05,1.4691493e-05,2.99649e-05,No Major Risk Factor,정상 모니터링
3316,M18175,M,301.5,310.6,1492,43.0,100,0,0.0015957679,0.15957679,Low,Normal,0.00021770441,5.0217122e-06,1.999258e-05,0.00021770441,2.1531281e-05,No Major Risk Factor,정상 모니터링
3317,M18176,M,301.4,310.5,1217,60.6,103,0,0.021240095,2.1240094,Low,Normal,0.0005113944,4.288781e-06,0.0005113944,0.00030712844,6.923768e-05,High Torque,정상 모니터링
3318,L50497,L,301.5,310.5,1636,28.7,106,0,0.0012605553,0.12605554,Low,Normal,3.717802e-05,3.717802e-05,2.5879028e-05,1.3394889e-05,3.0571013e-05,High Air Temp + Low Temp Diff,정상 모니터링
3319,L50498,L,301.4,310.4,1436,49.7,108,0,0.0011930333,0.11930333,Low,Normal,3.304791e-05,3.5966868e-06,2.8167973e-05,3.304791e-05,3.158608e-05,High Air Temp + Low Temp Diff,정상 모니터링
3320,L50499,L,301.4,310.4,1689,30.6,110,0,0.0008163506,0.081635065,Low,Normal,3.0571013e-05,2.624332e-05,2.6733975e-05,1.3892867e-05,3.0571013e-05,High Air Temp + Low Temp Diff,정상 모니터링
3321,L50500,L,301.5,310.5,2289,16.4,112,0,0.00109748,0.109748,Low,Normal,6.3867985e-05,6.3867985e-05,2.663506e-05,2.6500928e-05,3.0571013e-05,High Air Temp + Low Temp Diff,정상 모니터링
3322,L50501,L,301.5,310.6,1522,41.0,114,0,0.00042761004,0.042761005,Low,Normal,5.508092e-05,1.0047767e-05,2.064873e-05,5.508092e-05,2.99649e-05,No Major Risk Factor,정상 모니터링
3323,L50502,L,301.5,310.5,1351,52.9,116,0,0.0022355353,0.22355352,Low,Normal,0.00010394259,2.9656603e-06,0.00010394259,2.465886e-05,3.2818425e-05,High Air Temp + Low Temp Diff,정상 모니터링
3324,L50503,L,301.5,310.5,1589,36.7,118,0,0.0005465096,0.05465096,Low,Normal,3.0571013e-05,1.1006892e-05,2.5879028e-05,1.205349e-05,3.0571013e-05,High Air Temp + Low Temp Diff,정상 모니터링
3325,L50504,L,301.5,310.6,1578,34.1,120,0,0.0003205946,0.03205946,Low,Normal,5.1742725e-05,1.1935046e-05,2.4986812e-05,5.1742725e-05,2.99649e-05,No Major Risk Factor,정상 모니터링
3326,L50505,L,301.5,310.6,1587,33.7,122,0,0.00028115482,0.028115481,Low,Normal,5.1742725e-05,1.1979084e-05,2.4986812e-05,5.1742725e-05,2.99649e-05,No Major Risk Factor,정상 모니터링
3327,L50506,L,301.5,310.6,1962,20.2,124,0,0.00091924967,0.091924965,Low,Normal,0.00012312918,3.615734e-05,2.4986812e-05,0.00012312918,2.99649e-05,High RPM,정상 모니터링
3328,M18187,M,301.5,310.6,2432,14.2,126,0,0.0057315864,0.5731586,Low,Normal,0.00069177424,0.00010182433,2.7399532e-05,0.00069177424,2.1531281e-05,High RPM,정상 모니터링
3329,L50508,L,301.6,310.6,1418,43.9,129,0,0.00073850213,0.073850214,Low,Normal,6.861477e-05,6.0663247e-06,2.1641665e-05,6.861477e-05,3.0571013e-05,High Air Temp + Low Temp Diff,정상 모니터링
3330,L50509,L,301.6,310.7,1683,29.7,131,0,0.0030515566,0.30515566,Low,Normal,5.4104396e-05,5.4104396e-05,2.6495898e-05,4.6183734e-05,2.99649e-05,No Major Risk Factor,정상 모니터링
3331,L50510,L,301.7,310.8,1385,50.7,133,0,0.0046087583,0.46087584,Low,Normal,6.923874e-05,1.09258e-05,3.163733e-05,6.923874e-05,2.9993116e-05,No Major Risk Factor,정상 모니터링
3332,L50511,L,301.7,310.8,1559,44.5,135,0,0.0005910813,0.059108127,Low,Normal,9.0653244e-05,7.4777317e-06,3.3833625e-05,9.0653244e-05,3.003946e-05,No Major Risk Factor,정상 모니터링
3333,M18192,M,301.7,310.8,1671,31.6,137,0,0.0017978161,0.17978162,Low,Normal,0.00018259401,2.1634956e-05,2.542811e-05,0.00018259401,2.1531281e-05,No Major Risk Factor,정상 모니터링
3334,M18193,M,301.6,310.8,1343,49.5,140,0,0.01571159,1.5711591,Low,Normal,0.00021305142,2.2944261e-05,0.00018501605,0.00021305142,2.1582102e-05,No Major Risk Factor,정상 모니터링
3335,M18194,M,301.6,310.8,1548,34.2,143,0,0.00065031706,0.06503171,Low,Normal,0.0001905619,1.7960981e-05,2.542811e-05,0.0001905619,2.1531281e-05,No Major Risk Factor,정상 모니터링
3336,L50515,L,301.7,310.9,1705,31.2,146,0,0.0021132212,0.21132213,Low,Normal,5.584928e-05,5.0423234e-05,2.6337993e-05,5.584928e-05,3.0658863e-05,High RPM,정상 모니터링
3337,L50516,L,301.6,310.8,1535,35.4,148,0,0.0007647237,0.07647237,Low,Normal,9.022867e-05,4.264889e-05,2.4096635e-05,9.022867e-05,2.99649e-05,No Major Risk Factor,정상 모니터링
3338,L50517,L,301.6,310.8,1564,34.1,150,0,0.00040754845,0.040754844,Low,Normal,8.095845e-05,2.4512368e-05,2.4096635e-05,8.095845e-05,2.99649e-05,No Major Risk Factor,정상 모니터링
3339,M18198,M,301.6,310.9,1510,40.9,152,0,0.0021300248,0.21300249,Low,Normal,0.00025160745,1.4326898e-05,2.757169e-05,0.00025160745,2.180751e-05,No Major Risk Factor,정상 모니터링
3340,L50519,L,301.6,310.9,1492,45.2,155,0,0.003530764,0.3530764,Low,Normal,0.00010093041,3.7704558e-05,4.1008494e-05,0.00010093041,3.5288274e-05,No Major Risk Factor,정상 모니터링
3341,M18200,M,301.5,310.8,1452,44.1,157,0,0.0060553523,0.6055352,Low,Normal,0.00021239812,4.7682282e-05,2.2349954e-05,0.00021239812,2.1313892e-05,No Major Risk Factor,정상 모니터링
3342,H32755,H,301.4,310.7,1329,52.0,160,0,0.0069256616,0.69256616,Low,Normal,0.00067055976,4.3491316e-05,0.00067055976,0.00011406483,2.6208332e-05,High Torque,정상 모니터링
3343,L50522,L,301.5,310.8,1382,52.4,165,0,0.0032746645,0.32746646,Low,Normal,8.7481974e-05,3.46511e-05,2.7510494e-05,8.7481974e-05,4.9129798e-05,High Torque,정상 모니터링
3344,M18203,M,301.5,310.8,1628,36.4,167,0,0.0014947142,0.14947142,Low,Normal,0.0002314919,1.1754148e-05,2.5426943e-05,0.0002314919,2.1313892e-05,No Major Risk Factor,정상 모니터링
3345,L50524,L,301.4,310.7,1706,27.9,170,0,0.0050187088,0.5018709,Low,Normal,0.00026636384,0.00011849168,2.4412451e-05,0.00026636384,2.9205705e-05,High RPM,정상 모니터링
3346,L50525,L,301.3,310.7,1594,34.1,172,0,0.00056416093,0.056416094,Low,Normal,0.00025151583,2.056472e-05,2.6494687e-05,0.00025151583,2.9205705e-05,No Major Risk Factor,정상 모니터링
3347,L50526,L,301.3,310.7,1761,24.3,174,0,0.004405242,0.4405242,Low,Normal,0.00013401355,7.964855e-05,2.4412451e-05,0.00013401355,2.9205705e-05,High RPM,정상 모니터링
3348,L50527,L,301.3,310.6,1529,41.8,176,0,0.00084248214,0.084248215,Low,Normal,0.00051280187,5.0785402e-05,1.9007644e-05,0.00051280187,2.9205705e-05,No Major Risk Factor,정상 모니터링
3349,M18208,M,301.3,310.7,1532,40.7,178,0,0.0011944297,0.11944297,Low,Normal,0.00052147696,2.8884513e-05,2.5745314e-05,0.00052147696,2.1313892e-05,No Major Risk Factor,정상 모니터링
3350,L50529,L,301.4,310.7,1673,27.8,181,0,0.0065524625,0.65524626,Low,Normal,0.00043947433,0.00012824363,2.2578472e-05,0.00043947433,2.9205705e-05,No Major Risk Factor,정상 모니터링
3351,L50530,L,301.4,310.8,1285,62.6,183,1,0.9961171,99.61171,Critical,OSF,0.99988973,7.776328e-05,0.00017944325,0.00027358576,0.99988973,High Torque,즉시 점검: Torque 및 Tool Wear 동시 고위험
3352,L50531,L,301.4,310.8,1680,31.4,185,0,0.0010952689,0.10952689,Low,Normal,0.0002785093,3.4522764e-05,2.1982778e-05,0.0002785093,3.0955885e-05,No Major Risk Factor,정상 모니터링
3353,L50532,L,301.4,310.8,1610,34.6,187,0,0.0013837445,0.13837445,Low,Normal,0.0002785093,4.2725384e-05,2.4342105e-05,0.0002785093,3.1593583e-05,No Major Risk Factor,정상 모니터링
3354,L50533,L,301.6,310.9,1632,31.6,189,0,0.0012241844,0.12241844,Low,Normal,0.00053821434,2.7072143e-05,2.4524037e-05,0.00053821434,3.2325264e-05,No Major Risk Factor,정상 모니터링
3355,L50534,L,301.6,310.9,1559,40.2,191,0,0.0026812637,0.26812637,Low,Normal,0.00036118177,3.4670407e-05,2.2441407e-05,0.00036118177,3.263874e-05,No Major Risk Factor,정상 모니터링
3356,L50535,L,301.5,310.8,1367,49.0,193,0,0.011462495,1.1462495,Low,Normal,0.00019630822,4.8574162e-05,0.0001944761,0.00019630822,0.00014426056,No Major Risk Factor,정상 모니터링
3357,L50536,L,301.6,310.8,1355,57.8,195,1,0.99896836,99.896835,Critical,OSF,0.9999498,3.5222612e-05,4.7393918e-05,0.00014535732,0.9999498,High Tool Wear / High Torque + High Tool Wear,즉시 점검: Torque 및 Tool Wear 동시 고위험
3358,H32771,H,301.6,310.7,1414,51.7,197,0,0.005615484,0.5615484,Low,Normal,0.00017006753,4.3164073e-05,3.0502986e-05,0.00014532503,0.00017006753,High Tool Wear,정상 모니터링
3359,L50538,L,301.5,310.6,1522,36.6,202,0,0.0018647629,0.18647629,Low,Normal,0.020303955,0.020303955,2.5330113e-05,5.9428363e-05,3.641302e-05,High Tool Wear,정상 모니터링
3360,L50539,L,301.5,310.6,1525,41.9,204,0,0.009005612,0.90056115,Low,Normal,0.026155004,0.026155004,2.1498003e-05,6.2123145e-05,3.9013914e-05,High Tool Wear,정상 모니터링
3361,L50540,L,301.5,310.6,1394,46.5,206,0,0.46138993,46.138992,High,TWF,0.2387077,0.2387077,2.00045e-05,4.8670376e-05,7.89682e-05,High Tool Wear,공구 마모 상태 점검
3362,L50541,L,301.5,310.6,1519,40.7,208,0,0.051270794,5.1270795,Low,Normal,0.09440379,0.09440379,2.7677117e-05,6.2123145e-05,6.924223e-05,High Tool Wear,정상 모니터링
3363,L50542,L,301.4,310.6,1445,43.9,210,0,0.17883848,17.883848,Low,Normal,0.30261764,0.30261764,2.5575462e-05,0.00018163843,6.748797e-05,High Tool Wear,정상 모니터링
3364,L50543,L,301.4,310.6,1555,43.3,212,0,0.013831156,1.3831156,Low,Normal,0.007824543,0.007824543,4.303682e-05,0.00018163843,6.9313515e-05,High Tool Wear,정상 모니터링
3365,L50544,L,301.4,310.5,1633,39.5,0,0,0.0005678104,0.05678104,Low,Normal,0.00035910925,7.649564e-06,2.5187752e-05,0.00035910925,2.99649e-05,No Major Risk Factor,정상 모니터링
3366,M18225,M,301.4,310.6,1630,30.3,2,0,0.0008495552,0.08495552,Low,Normal,0.002053602,5.6738794e-05,3.372754e-05,0.002053602,2.1313892e-05,No Major Risk Factor,정상 모니터링
3367,M18226,M,301.4,310.7,1692,32.3,5,0,0.0010333074,0.10333074,Low,Normal,0.001964426,1.2069249e-05,3.6184316e-05,0.001964426,2.1313892e-05,No Major Risk Factor,정상 모니터링
3368,H32781,H,301.5,310.7,1790,26.2,8,0,0.0011547749,0.115477495,Low,Normal,0.0017503125,6.1381106e-05,3.55124e-05,0.0017503125,2.1313892e-05,High RPM,정상 모니터링
3369,L50548,L,301.5,310.8,1350,58.5,13,0,0.012117235,1.2117234,Low,Normal,0.00033263123,6.2338995e-06,0.00011080268,0.00033263123,0.0003163787,High Torque,정상 모니터링
3370,L50549,L,301.5,310.9,2760,8.0,15,1,0.9955902,99.55902,Critical,PWF,0.9985789,0.00013376931,3.4792523e-05,0.9985789,2.9882089e-05,High RPM,즉시 점검: RPM / Torque / Power
3371,L50550,L,301.4,310.7,1584,32.2,17,0,0.0004917835,0.049178347,Low,Normal,0.0003801329,1.8551695e-05,3.5001118e-05,0.0003801329,2.9205705e-05,No Major Risk Factor,정상 모니터링
3372,L50551,L,301.4,310.7,1989,21.8,19,0,0.002348452,0.2348452,Low,Normal,0.00038446157,7.147734e-05,3.5001118e-05,0.00038446157,2.9205705e-05,High RPM,정상 모니터링
3373,L50552,L,301.4,310.8,1431,44.3,21,0,0.0032229193,0.32229194,Low,Normal,0.00023449508,1.60806e-05,2.531444e-05,0.00023449508,2.9205705e-05,No Major Risk Factor,정상 모니터링
3374,L50553,L,301.4,310.7,1568,35.2,23,0,0.00097371306,0.0973713,Low,Normal,0.00032513565,1.7598764e-05,3.5001118e-05,0.00032513565,2.9205705e-05,No Major Risk Factor,정상 모니터링
3375,L50554,L,301.4,310.7,1376,50.6,25,0,0.011835373,1.1835372,Low,Normal,0.0006007004,7.2536e-06,0.0006007004,0.0002912312,2.963225e-05,No Major Risk Factor,정상 모니터링
3376,M18235,M,301.4,310.6,1459,46.9,27,0,0.0022404823,0.22404823,Low,Normal,0.0010326289,1.3257395e-05,3.518048e-05,0.0010326289,2.1313892e-05,No Major Risk Factor,정상 모니터링
3377,M18236,M,301.5,310.8,1385,47.5,30,0,0.012248871,1.2248871,Low,Normal,0.000829801,2.3529159e-05,1.8768691e-05,0.000829801,1.9792365e-05,No Major Risk Factor,정상 모니터링
3378,H32791,H,301.5,310.8,1591,29.6,33,0,0.0034919707,0.34919706,Low,Normal,0.0007107479,6.029956e-05,3.108018e-05,0.0007107479,2.1313892e-05,No Major Risk Factor,정상 모니터링
3379,L50558,L,301.5,310.7,1568,33.1,38,0,0.00044121253,0.044121254,Low,Normal,0.00027361783,2.3201634e-05,3.0394851e-05,0.00027361783,2.9205705e-05,No Major Risk Factor,정상 모니터링
3380,M18239,M,301.4,310.7,1459,37.7,40,0,0.0017929452,0.17929453,Low,Normal,0.00087632856,1.0829823e-05,3.142234e-05,0.00087632856,2.1313892e-05,No Major Risk Factor,정상 모니터링
3381,L50560,L,301.4,310.7,1590,36.3,43,0,0.0008146046,0.08146046,Low,Normal,0.00020256374,1.2736382e-05,3.0394851e-05,0.00020256374,2.9205705e-05,No Major Risk Factor,정상 모니터링
3382,L50561,L,301.3,310.6,1376,47.6,45,0,0.006238101,0.6238101,Low,Normal,0.00015245765,1.987703e-05,7.1159055e-05,0.00015245765,2.6923353e-05,No Major Risk Factor,정상 모니터링
3383,L50562,L,301.3,310.6,1510,38.5,47,0,0.001334943,0.1334943,Low,Normal,0.00015742966,6.2160594e-05,2.5795425e-05,0.00015742966,2.9205705e-05,No Major Risk Factor,정상 모니터링
3384,H32797,H,301.4,310.6,1674,33.6,49,0,0.0007649084,0.07649084,Low,Normal,0.0002504581,1.3123754e-05,2.8745002e-05,0.0002504581,2.1313892e-05,No Major Risk Factor,정상 모니터링
3385,L50564,L,301.3,310.6,1426,40.7,54,0,0.001709106,0.1709106,Low,Normal,0.00011412674,1.4783339e-05,2.5063226e-05,0.00011412674,2.9205705e-05,No Major Risk Factor,정상 모니터링
3386,L50565,L,301.5,310.7,1466,43.6,56,0,0.0013102681,0.1310268,Low,Normal,0.0001461771,9.8799055e-06,2.0043723e-05,0.0001461771,2.9205705e-05,No Major Risk Factor,정상 모니터링
3387,H32800,H,301.5,310.8,1474,38.7,58,0,0.0011266093,0.11266093,Low,Normal,0.0002004241,2.6678275e-05,2.457423e-05,0.0002004241,2.1313892e-05,No Major Risk Factor,정상 모니터링
3388,M18247,M,301.6,310.8,1290,65.3,63,0,0.06500018,6.5000176,Low,Normal,0.00048012353,1.8015171e-05,0.00032391754,0.00048012353,0.00018612671,High Torque,정상 모니터링
3389,M18248,M,301.7,310.9,1435,48.0,66,0,0.098312385,9.831239,Low,Normal,0.00020558102,5.1599978e-05,3.726214e-05,0.00020558102,2.2029935e-05,No Major Risk Factor,정상 모니터링
3390,M18249,M,301.5,310.7,1416,53.2,69,0,0.0033482285,0.33482286,Low,Normal,0.0001870893,1.19539445e-05,3.3556193e-05,0.0001870893,6.805961e-05,High Torque,정상 모니터링
3391,H32804,H,301.5,310.7,1599,40.4,72,0,0.0018243983,0.18243983,Low,Normal,9.653843e-05,1.5475503e-05,2.0930634e-05,9.653843e-05,2.1313892e-05,No Major Risk Factor,정상 모니터링
3392,L50571,L,301.5,310.7,1466,47.3,77,0,0.0030549748,0.3054975,Low,Normal,7.13864e-05,1.5412377e-05,3.0824853e-05,7.13864e-05,2.9278377e-05,No Major Risk Factor,정상 모니터링
3393,L50572,L,301.5,310.7,1408,47.3,79,0,0.04940662,4.9406624,Low,Normal,7.13864e-05,2.8119768e-05,3.6252637e-05,7.13864e-05,2.9205705e-05,No Major Risk Factor,정상 모니터링
3394,L50573,L,301.5,310.6,1490,48.1,81,0,0.0010731039,0.107310385,Low,Normal,3.512621e-05,3.90047e-06,2.5057348e-05,3.512621e-05,3.003946e-05,No Major Risk Factor,정상 모니터링
