UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure_Probability,Risk_Score,Risk_Level,Predicted_Failure_Type,Max_Failure_Type_Probability,TWF_Probability,HDF_Probability,PWF_Probability,OSF_Probability,Key_Risk_Factor,Recommended_Action,Improvement_Failure_Type,Improvement_Point,Improvement_Goal,Control_Action,Improvement_Priority
1356,M16215,M,298.6,310.0,1681,35.5,44,0,0.00013388097,0.013388096,Low,Normal,0.00014759043,1.4518992e-05,3.260054e-05,0.00014759043,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1357,L48536,L,298.6,309.9,1593,37.4,47,0,0.0003425198,0.03425198,Low,Normal,5.852219e-05,2.0093368e-05,2.7314327e-05,5.852219e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1358,L48537,L,298.6,309.9,1461,45.7,49,0,0.00088649086,0.08864909,Low,Normal,3.6114714e-05,3.6946599e-06,2.4844956e-05,3.6114714e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1359,M16218,M,298.7,310.1,1693,31.9,51,0,0.00010260662,0.010260662,Low,Normal,0.00014759043,1.4166673e-05,3.260054e-05,0.00014759043,1.9146584e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1360,L48539,L,298.7,310.2,1404,50.3,54,0,0.0006767181,0.067671806,Low,Normal,4.9329694e-05,1.1904241e-05,4.9329694e-05,3.9755567e-05,2.5401958e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1361,H30774,H,298.8,310.2,1707,27.6,56,0,0.00088171614,0.088171616,Low,Normal,7.289075e-05,5.6008324e-05,3.2722513e-05,7.289075e-05,1.95379e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1362,M16221,M,298.6,310.1,1458,41.9,61,0,0.00027431577,0.027431577,Low,Normal,0.00011322952,8.942093e-06,2.7324435e-05,0.00011322952,1.9146584e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1363,L48542,L,298.6,310.0,1517,41.2,64,0,0.00017941896,0.017941896,Low,Normal,4.9656115e-05,1.1441325e-05,2.1719445e-05,4.9656115e-05,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1364,L48543,L,298.7,310.1,1433,54.6,66,0,0.0009352624,0.093526244,Low,Normal,8.619679e-05,9.492956e-06,4.7046826e-05,1.638025e-05,8.619679e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1365,L48544,L,298.7,310.2,1566,33.1,68,0,9.594941e-05,0.009594941,Low,Normal,4.907108e-05,2.0565543e-05,2.655998e-05,4.907108e-05,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1366,L48545,L,298.7,310.1,1676,33.5,70,0,0.00012563715,0.012563715,Low,Normal,5.067293e-05,1.8519224e-05,2.655998e-05,5.067293e-05,2.207719e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1367,M16226,M,298.7,310.1,1368,56.8,72,0,0.001743557,0.1743557,Low,Normal,0.00031330416,2.526259e-05,0.00031330416,3.6389625e-05,0.000105703686,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1368,M16227,M,298.8,310.2,1581,37.5,75,0,0.00017140606,0.017140606,Low,Normal,0.00015048862,1.4412093e-05,3.0409927e-05,0.00015048862,1.95379e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1369,H30782,H,298.8,310.3,1708,27.1,78,0,0.0009427498,0.094274975,Low,Normal,0.00010812047,4.9875132e-05,3.3136144e-05,0.00010812047,1.95379e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1370,M16229,M,298.7,310.3,1481,41.5,83,0,0.000117610834,0.011761083,Low,Normal,4.8192498e-05,5.685059e-06,3.0130583e-05,4.8192498e-05,1.95379e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1371,L48550,L,298.7,310.3,1451,40.0,86,0,0.00060780445,0.060780447,Low,Normal,5.1496107e-05,2.8061155e-05,3.0119436e-05,5.1496107e-05,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1372,M16231,M,298.7,310.3,1495,38.7,88,0,0.00017487184,0.017487183,Low,Normal,0.00010686198,1.7752529e-05,3.4485318e-05,0.00010686198,1.95379e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1373,M16232,M,298.8,310.3,1573,41.8,91,0,0.00012889756,0.012889756,Low,Normal,0.000121046854,5.4386564e-06,2.139978e-05,0.000121046854,1.95379e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1374,M16233,M,298.8,310.3,1366,59.0,94,0,0.0025501482,0.2550148,Low,Normal,0.00031701577,3.5198336e-05,0.00031701577,0.00020915412,9.7951066e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1375,L48554,L,298.8,310.3,1553,36.8,97,0,0.00019510256,0.019510256,Low,Normal,8.628002e-05,1.3898273e-05,2.9096645e-05,8.628002e-05,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1376,M16235,M,298.8,310.3,1528,37.1,99,0,0.00014462636,0.014462637,Low,Normal,0.000121046854,1.5482974e-05,3.3314278e-05,0.000121046854,1.95379e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1377,M16236,M,298.8,310.2,1527,31.2,102,0,0.0005822637,0.05822637,Low,Normal,0.000120889636,4.135811e-05,3.2570337e-05,0.000120889636,1.95379e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1378,L48557,L,298.8,310.2,1461,46.7,105,0,0.0004349484,0.04349484,Low,Normal,9.422223e-05,7.003798e-06,2.0122821e-05,9.422223e-05,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1379,H30792,H,298.8,310.2,1455,44.9,107,0,0.0015469166,0.15469165,Low,Normal,9.135286e-05,1.7556673e-05,1.9723253e-05,9.135286e-05,1.95379e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1380,L48559,L,298.7,310.1,1620,34.8,112,0,0.00021341494,0.021341493,Low,Normal,6.797374e-05,2.0014175e-05,2.9062952e-05,6.797374e-05,2.207719e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1381,L48560,L,298.7,310.1,1786,27.7,114,0,0.00026444375,0.026444376,Low,Normal,7.100166e-05,4.9851216e-05,2.9101502e-05,7.100166e-05,2.207719e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1382,M16241,M,298.8,310.2,1583,35.7,116,0,0.0002096285,0.020962851,Low,Normal,0.000109843146,1.4300797e-05,3.2393862e-05,0.000109843146,1.95379e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1383,L48562,L,298.8,310.1,1653,30.3,119,0,0.00035182427,0.035182428,Low,Normal,7.117697e-05,6.2237465e-05,2.9766217e-05,7.117697e-05,2.207719e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1384,M16243,M,298.9,310.2,1331,49.0,121,0,0.0014379019,0.14379019,Low,Normal,0.0003263944,1.564037e-05,0.0003263944,8.221616e-05,1.959625e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1385,L48564,L,298.9,310.3,1484,43.8,124,0,0.0001902618,0.019026179,Low,Normal,0.00011266205,7.5728854e-06,1.8832394e-05,0.00011266205,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1386,M16245,M,298.9,310.2,1603,36.1,126,0,0.00014673892,0.014673892,Low,Normal,9.677373e-05,8.380846e-06,3.2393862e-05,9.677373e-05,1.95379e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1387,L48566,L,298.9,310.2,1445,40.0,129,0,0.00080475473,0.08047547,Low,Normal,7.897716e-05,1.858892e-05,2.9105611e-05,7.897716e-05,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1388,L48567,L,298.9,310.1,1823,26.1,131,0,0.0010650703,0.106507026,Low,Normal,8.352001e-05,8.352001e-05,2.9766217e-05,5.0087903e-05,2.207719e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1389,H30802,H,298.9,310.1,1491,45.3,133,0,0.00042844994,0.042844996,Low,Normal,7.797833e-05,3.1075404e-06,3.0001984e-05,7.797833e-05,1.9146584e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1390,L48569,L,298.9,310.2,1533,42.8,138,0,0.00012111406,0.012111406,Low,Normal,6.695751e-05,4.14932e-06,1.8832394e-05,6.695751e-05,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1391,L48570,L,298.9,310.2,1409,54.8,140,0,0.0006493704,0.06493704,Low,Normal,8.795835e-05,1.06404195e-05,4.0265968e-05,4.8380465e-05,8.795835e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1392,L48571,L,298.9,310.2,2737,8.8,142,1,0.99364626,99.364624,Critical,PWF,0.9993666,0.00021446138,2.9704086e-05,0.9993666,2.2528402e-05,High RPM,즉시 점검 - High RPM,PWF,High RPM,고속 회전 조건 관리,고속 회전 조건 모니터링,Critical
1393,M16252,M,299.0,310.3,1494,46.6,144,0,0.00026868642,0.026868641,Low,Normal,5.4084532e-05,4.1647972e-06,2.365046e-05,5.4084532e-05,1.9729441e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1394,L48573,L,299.1,310.4,1594,33.3,147,0,8.878944e-05,0.008878944,Low,Normal,2.8292754e-05,1.2259613e-05,2.8292754e-05,2.0975915e-05,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1395,L48574,L,299.1,310.4,1527,44.0,149,0,0.00010029145,0.010029145,Low,Normal,2.863021e-05,4.0461573e-06,2.5122716e-05,2.863021e-05,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1396,L48575,L,299.1,310.4,1452,39.7,151,0,0.0006249088,0.062490877,Low,Normal,3.0348103e-05,1.7691467e-05,3.0348103e-05,2.4748548e-05,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1397,L48576,L,299.0,310.3,1483,39.2,153,0,0.00022254087,0.022254087,Low,Normal,3.0348103e-05,1.665925e-05,3.0348103e-05,2.8764307e-05,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1398,L48577,L,299.1,310.2,1569,38.2,155,0,0.0010201047,0.10201047,Low,Normal,3.1538464e-05,3.1538464e-05,2.311678e-05,2.4027931e-05,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1399,L48578,L,299.1,310.3,1472,46.6,157,0,0.00035942468,0.03594247,Low,Normal,2.3375866e-05,2.8767754e-06,1.8008352e-05,2.3375866e-05,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1400,L48579,L,299.0,310.2,1533,43.5,159,0,0.00016508308,0.016508307,Low,Normal,2.4862497e-05,3.960809e-06,2.1902299e-05,2.4862497e-05,2.2528402e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1401,H30814,H,298.9,310.1,1366,62.7,161,0,0.53468585,53.468586,High,PWF,0.18206951,5.520018e-05,0.00027720383,0.18206951,0.00012705624,High Torque,우선 점검 - High Torque,PWF,High Torque,고토크 운전 조건 관리,Torque 추세 및 고토크 발생 구간 모니터링,High
1402,H30815,H,298.9,310.2,1532,37.7,166,0,0.00042930813,0.04293081,Low,Normal,3.1760057e-05,2.2303559e-05,3.1760057e-05,2.9909086e-05,1.95379e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1403,M16262,M,298.9,310.1,1313,56.8,171,0,0.0011911358,0.11911359,Low,Normal,0.0003857781,1.902304e-05,0.0003857781,0.00012782254,5.190968e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1404,L48583,L,299.0,310.2,1372,48.0,174,0,0.0011926361,0.11926361,Low,Normal,0.00013465247,3.4106844e-05,9.4948206e-05,0.00013465247,2.0725414e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1405,M16264,M,298.9,310.1,1555,40.6,176,0,0.00021357574,0.021357574,Low,Normal,0.000247493,6.323005e-06,2.5957752e-05,0.000247493,1.9393457e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1406,L48585,L,298.9,310.1,1394,42.7,179,0,0.0009636961,0.09636961,Low,Normal,0.00014433444,1.2679349e-05,3.0503423e-05,0.00014433444,2.0418001e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1407,L48586,L,298.9,310.1,1442,48.0,181,0,0.010471536,1.0471536,Low,Normal,0.00018547369,1.3279299e-05,2.0033958e-05,0.00018547369,2.4768404e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1408,L48587,L,298.9,310.0,1564,33.8,183,0,0.00041534664,0.041534666,Low,Normal,0.00015379979,1.0082437e-05,2.7632335e-05,0.00015379979,2.3640221e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1409,L48588,L,298.9,310.0,1452,48.9,185,0,0.0079109585,0.79109585,Low,Normal,0.00016641364,8.331828e-06,3.8017777e-05,0.00016641364,6.243387e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1410,L48589,L,298.9,310.1,1466,42.5,187,0,0.00031788618,0.031788617,Low,Normal,0.0001795112,4.3636164e-06,2.4252295e-05,0.0001795112,2.631743e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1411,M16270,M,298.9,310.1,1469,53.2,189,0,0.0014570922,0.14570922,Low,Normal,0.0003701416,4.4212215e-06,3.7807535e-05,0.00027532084,0.0003701416,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1412,L48591,L,298.9,310.1,1944,23.4,192,0,0.00685981,0.68598104,Low,Normal,0.00047520857,0.00047520857,2.576091e-05,5.2652525e-05,2.631743e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1413,M16272,M,298.8,309.9,1415,53.2,194,0,0.0038016003,0.38016003,Low,Normal,0.00027668182,2.1643544e-05,3.9481085e-05,0.00012645504,0.00027668182,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1414,M16273,M,298.7,309.8,1528,36.7,197,0,0.0014009331,0.14009331,Low,Normal,0.000103349084,5.7058434e-05,3.2640266e-05,0.000103349084,2.1394086e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1415,M16274,M,298.7,309.8,1570,42.1,200,0,0.00024443408,0.024443408,Low,Normal,0.00011182591,7.4453994e-05,2.8664412e-05,0.00011182591,2.1394086e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1416,L48595,L,298.7,309.9,1617,33.0,203,0,0.0049134097,0.49134097,Low,Normal,0.0032411043,0.0032411043,2.850796e-05,7.64342e-05,2.835761e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1417,M16276,M,298.7,309.9,2083,18.2,205,0,0.21623406,21.623405,Medium,TWF,0.26916546,0.26916546,3.1031108e-05,7.7100805e-05,2.8671684e-05,High Tool Wear,추세 모니터링 - High Tool Wear,TWF,High Tool Wear,공구 마모 및 교체주기 관리,Tool Wear 추세 및 공구 교체주기 모니터링,High
1418,L48597,L,298.7,309.9,1541,38.5,208,0,0.17389165,17.389164,Low,Normal,0.15378222,0.15378222,3.8888476e-05,8.004479e-05,5.8644757e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1419,L48598,L,298.8,309.9,1320,47.4,210,0,0.5462745,54.62745,High,TWF,0.0061494615,0.0061494615,0.00039874035,3.800208e-05,6.724424e-05,High Tool Wear,우선 점검 - High Tool Wear,TWF,High Tool Wear,공구 마모 및 교체주기 관리,Tool Wear 추세 및 공구 교체주기 모니터링,High
1420,L48599,L,298.7,309.8,1354,53.3,212,1,0.99837446,99.83745,Critical,OSF,0.99982363,0.00085694843,0.00014890818,5.5094053e-05,0.99982363,High Torque + High Tool Wear,즉시 점검 - High Torque + High Tool Wear,OSF,Torque + Tool Wear,고부하 상태에서 공구 마모 동시 관리,Torque 및 Tool Wear 동시 모니터링,Critical
1421,M16280,M,298.8,309.9,1495,35.2,214,0,0.095629826,9.562983,Low,Normal,0.03815984,0.03815984,4.7904246e-05,0.000100702,5.3813972e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1422,L48601,L,298.7,309.8,1589,31.8,217,0,0.14923589,14.923589,Low,Normal,0.1728165,0.1728165,3.9107374e-05,6.607262e-05,6.6333036e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1423,L48602,L,298.7,309.8,1530,35.5,0,0,0.00047957784,0.047957785,Low,Normal,0.00043328194,2.5303942e-05,3.51373e-05,0.00043328194,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1424,L48603,L,298.7,309.8,1539,33.4,2,0,0.00039425003,0.039425004,Low,Normal,0.00043328194,2.6362593e-05,3.51373e-05,0.00043328194,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1425,L48604,L,298.7,309.7,1462,46.8,4,0,0.00069987157,0.069987155,Low,Normal,0.000402206,2.5059596e-06,2.6278556e-05,0.000402206,2.1084292e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1426,L48605,L,298.6,309.7,1356,54.0,6,0,0.0035202806,0.35202807,Low,Normal,0.00020261879,8.235844e-06,0.00020261879,0.00018694879,3.299142e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1427,M16286,M,298.7,309.7,1622,34.6,8,0,0.0002289042,0.02289042,Low,Normal,0.00029759223,1.3126031e-05,3.8900198e-05,0.00029759223,1.8285484e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
1428,L48607,L,298.7,309.8,1394,40.3,11,0,0.0028249193,0.28249192,Low,Normal,0.00017552284,2.202567e-05,3.51373e-05,0.00017552284,1.9251496e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
